MeasureItem	Year	Month	Value	ProvidedValue	AVG_Value	FromCountryMapCode	ToCountryMapCode	MeasureTime	Direction	Flag	FromCountryMemberType	ToCountryMemberType	CreatedDateTime	UpdatedDateTime
Physical Energy & Power Flows	2025	2	131	131	131	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	72	72	72	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	7	7	7	AZ	GE	Monthly Value	Import	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	119	119	119	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	56	56	56	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	12	12	12	AZ	GE	Monthly Value	Import	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	104	104	104	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	0	0	0	AZ	GE	Monthly Value	Import	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	63	63	63	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	12	12	12	AZ	GE	Monthly Value	Import	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	2	2	2	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	8	8	8	AZ	GE	Monthly Value	Import	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	51	51	51	AZ	GE	Monthly Value	Export	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	3	3	3	AZ	GE	Monthly Value	Import	Harmonized	NaM	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	61	61	61	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	219	219	219	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	95	95	95	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	82	82	82	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	219	219	219	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	108	108	108	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	71	71	71	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	242	242	242	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	47	47	47	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	304	304	304	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	107	107	107	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	181	181	181	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	138	138	138	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	201	201	201	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	179	179	179	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	122	122	122	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	243	243	243	BA	HR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	68	68	68	BA	HR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	287	287	287	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	15	15	15	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	139	139	139	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	24	24	24	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	270	270	270	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	18	18	18	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	348	348	348	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	21	21	21	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	246	246	246	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	25	25	25	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	240	240	240	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	20	20	20	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	269	269	269	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	33	33	33	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	235	235	235	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	26	26	26	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	159	159	159	BA	ME	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	59	59	59	BA	ME	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	70	70	70	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	37	37	37	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	38	38	38	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	50	50	50	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	102	102	102	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	36	36	36	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	123	123	123	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	28	28	28	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	69	69	69	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	38	38	38	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	44	44	44	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	42	42	42	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	49	49	49	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	63	63	63	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	35	35	35	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	24	24	24	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	28	28	28	BA	RS	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	27	27	27	BA	RS	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	273	273	273	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	299	299	299	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	275	275	275	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	230	230	230	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	394	394	394	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	130	130	130	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	297	297	297	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	141	141	141	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	220	220	220	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	67	67	67	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	203	203	203	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	228	228	228	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	352	352	352	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	99	99	99	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	432	432	432	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	80	80	80	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	551	551	551	BE	DE	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	33	33	33	BE	DE	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	157	157	157	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	1021	1021	1021	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	378	378	378	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	295	295	295	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	223	223	223	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	412	412	412	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	112	112	112	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	902	902	902	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	104	104	104	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	953	953	953	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	105	105	105	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	892	892	892	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	23	23	23	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	1195	1195	1195	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	70	70	70	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	1259	1259	1259	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	82	82	82	BE	FR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	1319	1319	1319	BE	FR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	455	455	455	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	126	126	126	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	159	159	159	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	176	176	176	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	383	383	383	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	110	110	110	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	361	361	361	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	108	108	108	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	332	332	332	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	165	165	165	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	285	285	285	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	189	189	189	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	315	315	315	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	136	136	136	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	347	347	347	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	118	118	118	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	247	247	247	BE	GB	Monthly Value	Export	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	109	109	109	BE	GB	Monthly Value	Import	Harmonized	M	NaM	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	76	76	76	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	15	15	15	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	65	65	65	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	9	9	9	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	102	102	102	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	0	0	0	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	94	94	94	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	1	1	1	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	96	96	96	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	2	2	2	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	87	87	87	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	6	6	6	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	93	93	93	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	2	2	2	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	69	69	69	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	7	7	7	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	55	55	55	BE	LU	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	9	9	9	BE	LU	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	56	56	56	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	991	991	991	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	6	6	6	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	970	970	970	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	1	1	1	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	1371	1371	1371	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	18	18	18	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	831	831	831	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	91	91	91	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	619	619	619	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	149	149	149	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	409	409	409	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	41	41	41	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	696	696	696	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	49	49	49	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	8	653	653	653	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	31	31	31	BE	NL	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	9	724	724	724	BE	NL	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	105	105	105	BG	GR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	1	85	85	85	BG	GR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	50	50	50	BG	GR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	2	89	89	89	BG	GR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	115	115	115	BG	GR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	3	90	90	90	BG	GR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	201	201	201	BG	GR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	4	28	28	28	BG	GR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	58	58	58	BG	GR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	5	98	98	98	BG	GR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	107	107	107	BG	GR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	6	70	70	70	BG	GR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	91	91	91	BG	GR	Monthly Value	Export	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
Physical Energy & Power Flows	2025	7	52	52	52	BG	GR	Monthly Value	Import	Harmonized	M	M	2025-12-08 11:18:16	2025-12-08 11:18:16
